Title,Date Issued,Date,Spatial Coverage,Extent,Provenance,Coverage,Publisher,Subject,Contributor,Creator,Description,File,Identifier,Rights,Source
Stop the runaway!,1833-09-17,1833-08-08,"Stanly County, NC","Tindaslville, NC","Greene County, NC; Craven County, NC","Fayetteville, NC",Carolina Observer,Peter,Elijah Ratliff,Elijah Ratliff,"STOP THE RUNAWAY! Twenty Dollars Reward. RANAWAY from the Subscriber on the 4th of August, a Negro Boy named PETER. He is about 17 or 18 years of age, rather an old appearance for a boy of that age; his weight is about 120; his height five feet one or two inches; small feet and ancles[sic]; large shoulders, and a tottering walk; he has a scar on one of his hands, but it is not recollected which; he is quite black. The last account I had of him, he had on a cotton shirt and bombazette pantaloons. He will be found quite artful in telling tales in his own favor to make his escape. I suppose Peter will try to get back to the County of either Greene or Craven, as he was brought from one of them or from one of the adjoining Counties by a Speculator, about four years ago. He was seen on Monday, the 19th of August, about eight miles east of Rockingham, on the stage road leading from Rockingham to Graham's bridge. Any person taking up said Boy, can let me know it, by dropping me a few lines to Tindalsville, Anson County, North Carolina. ELIJAH RATLIFF. September 12. 50tf.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1796.jpg,1796,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1796
$5 reward,1834-01-21,1833-12-30,"Cumberland County, NC",Fayetteville,"Bladen County, NC",Fayetteville,Carolina Observer,Satira,Michael McGray,Michael McGray,"$5 REWARD. RANAWAY from the Subscriber, on the 30th ult. a negro woman named SATIRA. If gone from this place she has perhaps returned to Bladen County, where she was raised, and purchased from John Flowers by Henry L. Jones--Five Dollars reward will be given to any person who will deliver her to me, or to the Jailer of this place. MICHAEL McGARY. Fayetteville, Jan. 6, 1834. 66-tf.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_379.jpg,379,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/379
Five dollars reward,1834-01-24,1833-12-30,"Craven County, NC",Broad Creek,"Onslow County, NC",New Bern,Newbern Spectator and Literary Journal,Bill,Thomas Cuterell,Thomas Cuterell,"Five Dollars Reward. RAN AWAY from the subscriber, on the 30th December last, a negro man named BILL, about 60 years of age, five feet 6 inches high, stout made and black complexion. He formerly belonged to a Mr. Williams, of Onslow County, and lately to Mr. Elijah Clark, and is probably lurking about New River, in Onslow County, where he has relations. All persons are forewarned from harbouring, employing, or carrying him away, under the penalty of the law. The above reward will be given to any person who will deliver him to the subscriber, or secure him in jail, so that he gets him. THOMAS CUTERELL. Broad Creek, Craven County, 17th Jan. 1834. 83[?]kt",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1234.jpg,1234,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1234
$50 reward,1834-03-28,1834-03-11,"Jones  County, NC","Trenton, NC",Alabama,"New Bern, NC",Newbern Spectator and Literary Journal,Sam,John Houston,John Houston,"$50 REWARD. RAN AWAY from the subscriber on the 11th inst., a negro man by the name of SAM, he is five feet nine or ten inches high, twenty-one or twenty-two years old, his complexion is a light or pale black, when spoken to has a soft whining voice. He was raised near Trent Bridge. I have slight reasons for believing he intends trying to get with some person and go to Alabama. All persons are forewarned from harbouring, employing, carrying or sending him away under the penalty of the law. I will give the above reward for Sam if delivered to me, or Twenty-five Dollars if secured in any jail so that I get him again. JOHN HOUSTON. Trenton, Jones County, March 17th, 1834. 29[illegible]tf.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_394.jpg,394,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/394
Twenty dollars reward,1834-07-30,1834-07-24,"Cumberland County, NC",Fayetteville,"Sampson County, NC",Fayetteville,North Carolina Journal,Sanders,D. McDiarmid,D. McDiarmid,TWENTY DOLLARS REWARD. RANAWAY from the subscriber on 24th inst. a Negro man named Sanders; said Negro is about 24 years of age; 5 feet 10 inches high; stout made; dark complexion; has a fine set of teeth; a pleasing countenance and answers mildly when spoken to. He took with him a variety of homespun clothing; an old suit of blue cloth and an old wool hat. I purchased him about 3 years ago from Mr. Joseph Strickland of Sampson County N.C. and expect he will return to that neighbourhood. The above reward will be paid for his apprehension and confinement in the Jail of Cumberland County; or Ten Dollars for his confinement in any Jail so that I can get him again. D. McDIARMID. Fayetteville July 30th 1834.--22tf.,http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_622.jpg,622,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/622
Ten dollars reward,1835-02-03,1834-12-10,"Richmond County, NC",Rockingham,"Caswell County, NC",Fayetteville,Carolina Observer,Jordan,John W. Covington,John W. Covington,"Ten Dollars Reward. RANAWAY from a Ward of the Subscriber, on the 10th ult, a negro boy named JORDAN. He is about 5 feet 10 inches in stature, 19 or 20 years of age, of a yellow complexion. He received a wound across his Nose which occasions a difficulty in breathing through his nostrils, and the scar of which still appears. He has yellow eyes, and remarkably large flat feet. He was seen last in Fayetteville, having passed for a free man by the name of Tom. It is possible that he will make his way towards Caswell County. The above reward will be given for his apprehension and confinement in jail. JOHN W. COVINGTON. Rockingham, Richmond County, N C} January 27, 1835.} 22-6w.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1390.jpg,1390,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1390
Fifty dollars reward,1835-11-11,1835-10-16,"Guilford County, NC",Greensboro,"Tarborough, NC",Greensborough,Greensborough Patriot,Davy,W.W. Williams,W.W. Williams,"FIFTY DOLLARS REWARD. RUNAWAY from the subscriber's camp, 16 miles above Greensborough, on the night of the 16th inst. a negro man, DAVY--a blacksmith by trade. Davy is about 35 years old--5 feet 8 inches high--of a dark complexion--has some gray hairs, and a scar between his eyebrows. He has an intelligent countenance, and a very genteel form for a negro.--I suspect he will make the best of his way for Tarsborough, where he has a wife,--as I bought him in that place, of Mr. Henry Hearn.--I will give the above reward for said negro, if confined in any jail so that I may get him agian[sic]. W.W. WILLIAMS, October 20th, 1835--16--3.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1019.jpg,1019,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1019
Ran away,1836-01-22,1836-01-24,"New Hanover County, NC",Federal Point,"Brunswick  County, NC",Wilmington,People's Press and Wilmington Advertiser,Harry,Edward Newton,Edward Newton,"Ran Away, FROM the Subscriber, on Sunday the 24th day of January, 1836, a Negro Man named HARRY, about 40 years of age, who has a wife at J'n[John] Walker's plantation. He was dressed in Homespun, mixed blue and copperas, somewhat worn--had on a tarpaulia hat, the tar off the top, leaving the straw bare. He has lately been cutting wood at Nathaniel Potter's plantation, in Brunswick county, and may be in that neighborhood. I will give TEN DOLLARS reward for his delivery to me or in Jail, and all reasonable expenses paid. EDWARD NEWTON. Jan. 29 Federal Point. [illegible]--tf.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_65.jpg,65,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/65
Forty dollars reward,1836-02-10,1835-05-05,"Onslow County, NC",Richlands,"White Oak, NC; Swansborough, NC",New Bern,Carolina Centinel,Carer,John Cook,John Cook,"FORTY DOLLARS REWARD.   RAN AWAY from the subscriber, on the 5th of May last, a Negro Woman named CARER, formerly the property of of George A. Thompson. It is likely she is in Carteret county, White Oak, or the neighborhood of Swansborough, in Onslow county. I will give the above reward for her confinement in any jail within this State, or for her delivery to me at my residence, Richlands, Onslow county.   JOHN COOK.  February 8th, 1836.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1123.jpg,1123,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1123
[Untitled advertisement],1836-06-28,1836-07-17,"New Hanover County, NC",Wilmington,"Raleigh, NC",Fayetteville,Carolina Observer,Burwell Dunson,Robert Simpson,Robert Simpson,"RANAWAY. MY Negro fellow known by the name of BURWELL DUNSON, absconded from me on Sunday last the 17th inst. I will give Twenty Dollars Reward for the delivery of said negro to me in Wilmington or in any jail in the State. All persons are cautioned against harboring him under the penalty of the law. He is about six feet high, dark complection[sic], and has a large scar on his left arm under his clothes near the shoulder. He is about 32 years of age, has an impediment in his speech, and swings in walking. He will no doubt attempt to pass for a free man He had on when he left a dark mixt Coatee with steel buttons, blue Pantaloons and white Hat. He has with him a drab colored Frock Coat which he frequently wears. Said negro was raised in the neighborhood of Raleigh, N. C. ROBT.[Robert] SIMPSON. Wilmington, July 19, 1836. 99tf",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1616.jpg,1616,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1616
Run away,1836-07-21,1836-07-11,"Wake County, NC",Rolseville,Tennessee,Raleigh,North Carolina Standard,Dave,Wiley Mitchell,Wiley Mitchell,"RUN AWAY, FROM the subscriber, on the 11th of July, my negro man named DAVE. He is about six feet high; between 35 and 40 years of age; light complected, for a negro; one of his hands has been burn, leaving a scar, and his little finger is bent out; one of his upper fore teeth is out; tolerably quick spoken, with a somewhat lively look.  I will give Twenty Dollars for his confinement in any Jail, and Twenty Five for his delivery to me at my house, near Rolesville, Wake County. He may have a free pass, and attempt to make his way to Tennessee. WILEY MITCHELL. Wake co. July 21, 1836.    90--tf 3 p.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1686.jpg,1686,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1686
Twenty dollars reward,1836-07-28,1836-07-17,"New Hanover County, NC",Wilmington,"Raleigh, NC",Raleigh,North Carolina Standard,Burwell Dunson,Robert Simpson,Robert Simpson,"Twenty Dollars Reward. ON SUNDAY last the 17th inst. my negro, known by the name of BURWELL DUNSON, absconded from Mr. Shearman whose employment he was then in, I will give the above reward for his delivery to me in Wilmington or in any Jail in the State, all persons are cautioned against harboring him under the penalty of the Law.  He is about six feet high, dark complected, and has a large scar on his left arm under his clothing near the shoulder, he is about 32 years of age, has an impediment in his speech and swings in walking, he will no doubt attempt to pass for a Free Man.  He had on when he left, a dark mixed Coattee with Steel Buttons, Blue Pantaloons, White Hat, and has with him, a drab colored frock coat, which he frequently wears, said negro was raised in the neighborhood of Raleigh, N.C. ROBT.[ROBERT] SIMPSON Wilmington, N.C. July 28, 1836.    91--tf",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_899.jpg,899,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/899
$100 reward,1836-08-02,1836-05-01,"Wake County, NC",Raleigh,"Roanoke, VA",Raleigh,Raleigh Register and North Carolina Weekly Advertiser,Tim,Robert Harrison,Robert Harrison,"$100 Reward. RAN AWAY from the Subscriber, on the 1st of May last, a Negro man by the name of TIM, about 41 years of age, dark complected, 5 feet 10 or 11 inches high, well built, has lost some of his jaw teeth, and carried off sundry clothing, among whose were a coarse gray cloth roundabout coat and pantaloons, a pale blue sattinet frock coat, home-made pantaloons, cotton shirts and wool Hat.  I expect he has made for the Roanoke, as I purchased him some years ago from Doctor Simmons Baker of Martin county.  I will give the above reward of One Hundred Dollars for the apprehension and securing the said Negro in Jail, if taken out of this State, or Fifty Dollars if taken in this State, so that I get him again. ROBERT HARRISON. Raleigh, 22d July, 1836.    27 3t Star, three times.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_151.jpg,151,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/151
$100 reward!,1836-10-01,1836-08-28,"Chatham County, NC",Sandy Grove,Georgia,Salisbury,Western Carolinian,Jacob,Alson Gray,Alson Gray,"$100 Reward! STOLEN OR RUNAWAY, from the subscriber, on the 28th August, a negro man named JACOB. Said negro is about 6 feet high, and about 22 years old.  I have no doubt he has made for Georgia, as he stated that he had been persuaded to go there, and intended doing so. I will pay one hundred dollars for the delivery of said boy to me, at Sandy Grove, Chatham county, N.C. or for his confinement in any Jail, so that I get him again. ALSON GRAY. Sandy Grove, Chatham co., Oct. 1, 1836--6t. The Augusta, Ga. Sentinel will publish the above advertisement 3 times, and foreward the account to the subscriber at Sandy Grove, Chatham co., N.C., for payment.    A.H.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_148.jpg,148,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/148
$25 reward,1836-10-01,1836-09-21,"Person County, NC","Roxboro, NC","Alleghany County, NC","Tarboro, NC",Tarboro Press,Jim,Jospeh Gill,Joseph Gill,"$25 Reward. RANAWAY from the Subscriber, on Wednesday night, the 21st inst, a negro boy named JIM, Aged about 24 years, middle size, black complexion. Jim was just purchased from Mr. Godfrey Stancell, of Pitt county, and is supposed to be lurking in that neighborhood, or in the vicinity of Mrs. Sikes's, 4 miles from Sparta, where he has a wife. The above reward will be paid for his apprehension and delivery to me, or if secured in any jail so that I get him again. All persons are forbid harboring, employing or carrying off said negro under penalty of the law. Any information respecting Jim will be thankfully received. Joseph Gill Roxboro', Person co. Sept. 27. 38",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_328.jpg,328,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/328
50 dollars reward,1836-11-11,1836-10-01,"Beaufort County, NC",Leachville,"New Bern, NC",New Bern,Newbern Spectator and Literary Journal,George,Samuel Clark,Samuel Clark,"50 Dollars Reward Is offered for my negro man GEORGE, generally known by the name of George Tooley, who left my service about the 1st inst. without any provocation whatever. He is of middle stature, of yellow complexion, has large whiskers, speaks quick when spoken to, dresses well and wears a drab hat: he was raised in Currituck Hyde county, where his mother now lives. As he may endeavour to get to the north, I forewarn all masters of vessels, and others, from harbouring or taking him out of the state, under the penalty by law in such case made and provided. He is probably among the people of colour on the south side of Pamptico river, or he may be passing in Newbern as a free man. The above reward will be paid to any person who will deliver said fellow to me, or secure him in some jail so that I get him again. SAML.[Samuel] CLARK. Leachville, Beaufort Co. 15th Oct. 1836--ct[?]",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_792.jpg,792,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/792
25 dollars reward,1836-11-29,1836-11-10,"Burke County, NC",Morganton,"Raleigh, NC",Raleigh,Raleigh Register and North Carolina Weekly Advertiser,Richard,John E. Butler,John E. Butler,"25 Dollars Reward, WILL be given for the apprehension of RICHARD, a Negro fellow belonging to me, who ranaway from my brother, on his way to Alabama, about the 10th of the present month.  Richard is a stout, well-built fellow, about 30 or 33 years old, black skin, 5 feet, 9 or 10 inches high, will weigh, I suppose 170 or 175 pounds, has a tolerably large mouth, small, keen eyes, and very fair, white teeth.  He was purchased from some person in Raleigh, whose name I do not remember, and taken to Buncombe, 6 or 8 years ago, and was sold a year or two since, as the property of Col. Richardson, of that county.  He had, while in Raleigh, and still has, a free woman of colour for a wife, by the name of Jane Tucker.  Jane is a small Mulatto woman, 25 or 30 years old, and, as I am informed, sustained while in Raleigh, a good character.  She followed Richard to Buncombe, and then to this county, where she has resided for the last year or so.  She is now making arrangments to return to Raleigh, where I have no doubt her husband will attempt also to get.  Any information about Richard will be thankfully received by the subscriber, living near Morganton, N.C. who will compensate any person affording him assistance in trying to get this fellow. JOHN E. BUTLER. Morganton, Nov. 15, 1836",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_565.jpg,565,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/565
$25 reward,1836-12-14,1836-10-26,"Carteret County, NC",Beaufort,"Core Creek, NC; Harlow's Creek, NC",New Bern,Carolina Centinel,Isaac,William Jones,William Jones,"$25 Reward.  RANWAY from the subscriber about the 25th or 26th of last month, a Negro man named ISAAC. His complexion is black; he is about 35 years of age, --five feet eight or nine inches in height. It is probable he is lurking about Core or Harlow's Creek.  I will give the above reward to any person who will deliver to me or secure him in any jail in this State so that I can get him.  WILLIAM JONES.  Beaufort, Nov. 21, 1836.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_275.jpg,275,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/275
$20 reward,1836-12-17,1836-11-19,"Cabarrus County, NC","Concord, NC",Montgomery County,"Salisbury, NC",Carolina Watchman,Tim,Henry S. Gorman,Henry S. Gorman,"$20 REWARD. RANAWAY from the subscriber on 19th of November, a negro man, named TIM, about 45 years of age, black complexion, about five feet four or five inches high, has a stoppage in his speech. He professes to be a very devout Baptist. Having purchased him in Montgomery county, not far from Stokes' Ferry, my opinion is, that he is in that neighborhood. I will give the above reward for his apprehension and delivery to me. HENRY S. GORMAN. Concord, Dec. 17, 1836--4w22",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_225.jpg,225,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/225
50 dollars reward,1836-12-30,1836-08-03,"Bertie County, NC",Elm Grove,"New Bern, NC; Core Creek, NC",New Bern,Newbern Spectator and Literary Journal,Emily,B. Coleman,B. Coleman,"50 Dollars Reward.   ABSCONDED from the subscriber on the 3rd of August last, a negro girl named EMILY, about 18 or 20 years of age, of common height, slender form, and rather light complexion. She took with her a variety of clothing, among which was a calico frock and another of striped domestick cloth. Emily has relations in Newbern, among the slavery of Isaac Taylor, Esq.[Esquire] and also on Core Creek, in Craven County, and is probably concealed in the neighborhood of one those places.   The above reward will be given for apprehension and delivery to me, or for her confinement in any jail so that I get her, besides the reimbursement of any reasonable expense that may be incurred in her apprehension.   B. COLEMAN, Elm Grove, Dec. 18th, 1836.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_767.jpg,767,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/767
$50 reward,1837-02-17,1837-01-27,"Orange County, NC",Chapel Hill,"Wilmington, NC",Wilmington,Wilmington Advertiser,Amos,Burrhus Cheek,Burrhus Creek,"$50 Reward. RANAWAY from the Subscriber, near Chapel Hill, on January 27th last, a Negro Fellow, named Ames, about 22 years of age. He is about 5 feet, 9 inches in height, dark complexion, slender built, stoops a little forward in walking, speaks low, but tolerably quick when spoken to; his upper teeth on the right side are somewhat defective. When last heard of he was on the road to Wilmington, where I purchased him of John W. Hamilton, on the 1st day of November last. He took with him a small Bay Mare, with blazed face, one white foot, and hipshot in her left hip.--The above reward will be given to any person who deliver him to me or secure him in such way that I may get him again. BURRHUS CHEEK, Chapel Hill, Orange Co.,N.C. February 10th, 1837. 5 t-f.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2259.jpg,2259,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2259
Ten dollars reward,1837-03-17,1837-02-08,"Nash County, NC",Swift Creek,"Fort Barnwell, NC",New Bern,Newbern Spectator and Literary Journal,Jack,Frederick Carney,Frederick Carney,"TEN DOLLARS REWARD.     RAN AWAY from the subscriber, on the 8th instant, his negro man JACK. Jack is about 35 or 36 years of age, five feet five or six inches high, light black complexion, and weighs about one hundred and forty pounds. He is probably lurking about the neighbourhood of Spicer Lane, Esq.[Esquire], of whom I purchased him a few years since, or at Fort Barnwell, Craven County, or in Newbern, at all of which places he is well known. The above reward will be given to any person who will apprehend the said fellow, and lodge him in jail in Newbern, or deliver him to the subscriber, near Swift Creek Bridge.      FREDERICK CARNEY,     24th Feb. 1837. 444vt*",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1837.jpg,1837,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1837
$25 reward,1837-04-13,1837-03-20,"Robeson County, NC",Lumberton,"Bladen County, NC",Fayetteville,Carolina Observer,Moses,William Townsend,William Townsend,"$25 REWARD. RANAWAY from the Subscriber, on the 20th of last March, a negro fellow by the name of MOSES, about 20 years old, and about five feet 8 inches high, yellow complexion, when spoken to smiles; he is probably lurking about James Salter's, in Bladen county. The above reward of Twenty five dollars will be paid to any one who will deliver said negro to me, or confine him in Jail so that I get him again. WILLIAM TOWNSEND. Lumberton, N. C, April 6, 1837. 36 6w",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_324.jpg,324,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/324
Ten dollars reward,1837-06-14,1837-06-06,"Cumberland County, NC",Fayetteville,"Baltimore, MD",Fayetteville,Carolina Observer,Charles,Hiram Robinson,Hiram Robinson,"Ten Dollars Reward. RANAWAY from the Subscriber on the 6th instant, a Negro Boy named Charles, about 16 years of age. He was purchased in Baltimore, and will probably try to get back, he is dark complectioned, a very peaceable boy, and tells plausible stories, had on when he left, a white straw Hat, dark Pantaloons, and a round-about Jacket, (his hair was cut from ear to ear, similar to an inch ribbon tied round his head.) Any person that will bring him to me, or lodge him in any Jail in this State, shall have the above reward, or fifteen Dollars if taken out of the State. HIRAM ROBINSON. Fayetteville, June 12, 1837. 45 2w.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1404.jpg,1404,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1404
$10 reward,1837-06-30,1837-05-25,"Duplin County, NC",Muddy Creek,"Wilmington, NC",Wilmington,Wilmington Advertiser,Mose,James B. Williams,James B. Williams,"$10 Reward Willl[sic] be given for my man Mose, who absconded on the 25th of May last. He is about 5 feet high, yellow complected. He has a wife at Mr. T.J. Armstrong's, in Wilmington, at which place he is likely to be lurking. The above reward will be given for his apprehension and delivery to me, or confined in jail so that I get him again. JAMES B. WILLIAMS. Muddy Creek, Duplin Co., N.C. June 30th, 1837. 25--t-f.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2266.jpg,2266,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2266
Ten dollars reward,1837-12-22,1837-11-17,"Lenoir County, NC","Trenton, NC","Core Creek, NC","New Bern, NC",Newbern Spectator and Literary Journal,Roxana,W.L.B. Pearce,W.L.B. Pearce,"Ten Dollars Reward.    RANAWAY from the Subscriber, on Friday the 17th ultimo, negro woman ROXANA, aged about 35 years. She has large white eyes, a rough, husky face, a mole under her chin, and has lost all her upper front teeth except two which are much decayed. She is probably lurking about the plantation of Mr. Jno.[John] Charlton, on Core Creek, Craven County, where she has a husband, and a great many acquaintances: she is also well acquainted in Newbern and in Kinston, where she has several relations. I will give the above reward for the apprehension and delivery of the above named slave to me in Trenton, or for securing her in any jail in the State so that I get her. I hereby forwarn all persons from employing, harbouring or carrying her away, under the penalty of the law.    W. L. B. PEARCE.    Trenton, 15th Dec. 1837. 486tf",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_1838.jpg,1838,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/1838
"Runaways, $20 reward",1837-12-22,1837-06-02,"Onslow County, NC",Richlands,"Wilmington, NC",Wilmington,Wilmington Advertiser,Richard,Durant H. Rhodes,Durant H. Rhodes,"Runaways. RAN away from the subscriber on the 2d of June last, my negro man RICHARD, about twenty eight years of age. He is dark complexioned, rather low and well set, limps a little when walking, and has a small scar over one if not both of his eyes. He is probably lurking about the Sound and Wilmington, where most of his relatives reside. He is legally outlawed. And a reward of TWENTY FIVE dollars will be paid for his apprehension dead or alive. Satisfactory proof will only be required of his being killed. If taken alive, and confined in jail, or delivered to me at Richlands, Onslow county, all reasonable expenses[sic] will be paid in addition to the reward.--He has with him in all probability, his wife ELIZA, who ran away from Col. Thompson, now a resident of Alabama. She eloped from her master about the time he commenced his journey to that State. I will give a reward of FIFTEEN DOLLARS for her apprehension and delivery to me, or for having her safely confined in any jail, so that I get her. DURAN H. RHODES. Richlands, Dec. 12th, 1837. 101 tf.",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2272.jpg,2272,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2272
$20 reward,1838-01-19,1837-11-18,"New Hanover County, NC",Wilmington,"Rocky Point, NC; Spring Garden, NC",Wilmington,Wilmington Advertiser,Absalom,Isaac Northrop,Isaac Northrop,"$20 REWARD. RAN away from the subscriber on the 18th of November last, my negro man ABSALOM, formerly the property of Mrs. Will Davis, on the Sound, and where it is supposed he may be lurking a part of the time. It is presumed that he is a part of the time on the Northeast River, in the neighborhood of Rocky Point, and Spring Garden. Said fellow is about 55 or 60 years of age, about five feet seven or eight inches in height, thick set, of yellow complexion, wears his hair long and bushy, and speaks rather low and thick. I will give the above reward for his apprehension and delivery to me, or to the jailer in this place. ISAAC NORTHROP. Wilmington, Jan. 15th, 1838. 165[?] tf",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_2273.jpg,2273,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/2273
50 dollars reward,1838-03-02,1838-01-27,"Onslow County, NC",French's Mills,"Greene County, NC",New Bern,Newbern Spectator and Literary Journal,George,Daniel L. Russell,Daniel L. Russell,"50 DOLLARS REWARD.     RAN AWAY from the plantation of the subscriber, in Onslow county, on the 27th Jan. last, a negro man named GEORGE, of rather dark complexion, though not black about five six or eight inches high, aged about twenty-one of two years. Said negro was raised in Greene county, in the neighbourhood of Snow Hill, by Mr. Roderick Powell, and was purchased by me of said Powell in Jan. last. I will give the above reward for his apprehension and confinement in jail so that I get him again. Any person apprehending him will please address me.     DANIEL L. RUSSELL.      French's Mills, Onslow County, 21st Feb, 1838. } 495tf",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_764.jpg,764,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/764
$25 reward,1838-07-20,1838-06-22,"Craven County, NC",Swift Creek,"New Bern, NC; Swift Creek, NC",New Bern,Newbern Spectator and Literary Journal,Haywood,Daniel Gaskins,Daniel Gaskins,"$25 REWARD. RAN AWAY from the Subscriber, about the 22d of June, a negro man named HAYWOOD: he is about 26 years old, five feet eight inches high, stout built and black complexion-his articulation is a little difficult, and when addressed he appears quite humble. It is understood that he had been seen in Newbern, and he is probably lurking about that place or in the neighbourhod of Swift Creek. All persons, and Masters of vessels particularly, are forewarned from harbouring, employing, or carrying him away, under the penalty of the law, which will certainly be enforced against those who violate its provisions. The above reward will be paid for apprehending and delivering him to the subscriber, or for securing him in jail. DANIEL GASKINS. Swift Creek, Craven co. 20th July, 1838.}",http://excavatingtheslaveexperience.org/fugitive_slave_ads/RAS_295.jpg,295,http://rightsstatements.org/vocab/NoC-US/1.0/,http://libcdm1.uncg.edu/cdm/ref/collection/RAS/id/295
